year,month,day,hour,P,T,RH,RPH,WD,WV
2014,1,8,5,720.5,-12.2,46,0,244,2
2014,1,8,6,720,-11.7,45,0,255,2.4
2014,1,8,7,719.8,-10.9,45,0,255,2.1
2014,1,8,8,719.8,-10.6,44,0,287,1.6
2014,1,8,9,720,-11,44,0,203,1.8
2014,1,8,10,720.2,-14,50,0,264,2.8
2014,1,8,11,720.5,-14.9,54,0,300,2.9
2014,1,8,12,720.6,-15.2,55,0,326,3.9
2014,1,8,13,721,-14.1,47,0,294,3.8
2014,1,8,14,720.8,-14.8,51,0,246,4.2
2014,1,8,15,720.1,-14.5,50,0,260,7.3
2014,1,8,16,719.4,-15,59,0,217,8.4
2014,1,8,17,719.1,-15.2,58,0,215,8.5
2014,1,8,18,718.9,-15.5,57,0,221,10.1
2014,1,8,19,718.9,-15.2,56,0,216,9.2
2014,1,8,20,718.4,-14.1,44,0,211,4.8
2014,1,8,21,717.8,-13.4,33,0,214,4.6
2014,1,8,22,717.3,-13.4,32,0,215,4.2
2014,1,8,23,717.1,-13.3,32,0,225,7.3
2014,1,9,0,717.3,-13.5,37,0,228,6.4
2014,1,9,1,717.4,-13.8,61,0,224,7.5
2014,1,9,2,717.6,-13.3,65,0,222,9
2014,1,9,3,717.5,-12.7,66,0,231,11.3
2014,1,9,4,717.1,-12.3,74,0,232,9.8
2014,1,9,5,716.2,-11.5,80,0,219,9.6
2014,1,9,6,715.7,-11,81,0,228,8.3
2014,1,9,7,715.5,-9.5,72,0,222,7.2
2014,1,9,8,715.8,-9,68,0,219,5.2
2014,1,9,9,715.9,-8.6,63,0,214,2.5
2014,1,9,10,716.4,-11.1,63,0,66,0.7
2014,1,9,11,717,-11.8,84,0,220,1.5
2014,1,9,12,717.4,-12.4,89,0,216,5.7
2014,1,9,13,717.8,-10.6,44,0,288,2.3
2014,1,9,14,718.5,-11.9,84,0,211,6
2014,1,9,15,718.3,-9.5,28,0,13,2.9
2014,1,9,16,718.2,-9.2,24,0,68,3.6
2014,1,9,17,717.9,-10,31,0,26,2.4
2014,1,9,18,718.1,-12.3,87,0,245,3.4
2014,1,9,19,718.3,-12.4,90,0,275,2.9
2014,1,9,20,717.7,-13,80,0,46,4.7
2014,1,9,21,717.8,-13.1,80,0,45,4.3
2014,1,9,22,717.6,-12.5,77,0,81,4.2
2014,1,9,23,717.8,-13.2,82,0,62,5.6
2014,1,10,0,718.1,-13.4,85,0,66,6.3
2014,1,10,1,718.7,-12.7,73,0,53,7
2014,1,10,2,719.2,-11.4,60,0,66,6.5
2014,1,10,3,719.5,-10.7,51,0,71,5.4
2014,1,10,4,719.1,-10.1,50,0,74,5.4
2014,1,10,5,718.5,-9.2,47,0,78,4.1
2014,1,10,6,718,-8,45,0,76,3.3
2014,1,10,7,717.8,-7,45,0,66,3.9
2014,1,10,8,717.9,-9.6,49,0,67,4.8
2014,1,10,9,718.4,-11.3,54,0,67,5.1
2014,1,10,10,718.8,-12.7,59,0,69,5.2
2014,1,10,11,719.5,-13.4,63,0,68,5.1
2014,1,10,12,720.4,-12.9,61,0,76,2.6
2014,1,10,13,720.6,-12.2,54,0,99,1.9
2014,1,10,14,721.1,-12.2,54,0,123,1.7
2014,1,10,15,721.4,-11.5,59,0,222,3.2
2014,1,10,16,721.3,-12,66,0,225,4.5
2014,1,10,17,721.2,-12.3,73,0,234,6.1
2014,1,10,18,721.1,-12.5,73,0,237,4.5
2014,1,10,19,721.1,-12.5,68,0,287,3.4
2014,1,10,20,721.2,-12.9,70,0,298,1.6
2014,1,10,21,721.3,-13.4,73,0,304,2
2014,1,10,22,721,-13.5,59,0,6,1.9
2014,1,10,23,721.1,-13.4,54,0,343,2.5
2014,1,11,0,721.8,-13.3,79,0,245,3.1
2014,1,11,1,722.4,-14.3,52,0,313,5.1
2014,1,11,2,723.2,-12.9,45,0,305,6.4
2014,1,11,3,723.6,-12.4,41,0,288,3.7
2014,1,11,4,723.3,-11.9,39,0,306,4
2014,1,11,5,722.9,-8.7,37,0,34,1.9
2014,1,11,6,722.5,-10,34,0,314,2.7
2014,1,11,7,722.4,-10,35,0,329,4
2014,1,11,8,722.7,-11.4,38,0,305,3.8
2014,1,11,9,722.9,-12.9,37,0,301,3.6
2014,1,11,10,723.2,-14.3,45,0,291,2.9
2014,1,11,11,723.9,-14.8,44,0,303,5.7
2014,1,11,12,724.2,-14.9,41,0,344,8.1
2014,1,11,13,724.3,-15,38,0,303,8.2
2014,1,11,14,724.5,-14.7,35,0,319,6
2014,1,11,15,724.5,-14.5,33,0,356,4.9
2014,1,11,16,724.6,-14.5,32,0,325,4.5
2014,1,11,17,723.6,-15,35,0,357,6.8
2014,1,11,18,723.9,-15.4,37,0,337,5.1
2014,1,11,19,723.9,-15.9,37,0,336,4
2014,1,11,20,723.9,-15.8,37,0,318,7.4
2014,1,11,21,723.7,-15.4,35,0,303,8
2014,1,11,22,723.4,-15.6,40,0,297,7.1
2014,1,11,23,723.6,-15.6,36,0,295,7.1
2014,1,12,0,724,-15.6,41,0,297,6.3
2014,1,12,1,724.5,-14.6,40,0,298,7.2
2014,1,12,2,724.9,-12.6,39,0,301,5.5
2014,1,12,3,725,-12.3,37,0,279,3.8
2014,1,12,4,724.6,-12,36,0,274,4.4
2014,1,12,5,724.2,-11.4,38,0,279,3.9
2014,1,12,6,723.7,-12,38,0,268,4.8
2014,1,12,7,723.2,-11.7,38,0,274,6
2014,1,12,8,723.1,-11,40,0,265,5.4
2014,1,12,9,723.2,-11.5,43,0,242,5
2014,1,12,10,723.3,-12.8,45,0,232,5.8
2014,1,12,11,723.4,-12.7,39,0,255,6.7
2014,1,12,12,723.4,-11.4,27,0,294,7
2014,1,12,13,723.4,-11.3,24,0,294,7.2
2014,1,12,14,723.4,-11.5,26,0,290,6.3
2014,1,12,15,723.1,-12,30,0,261,7.8
2014,1,12,16,722.5,-12.5,35,0,243,7.6
2014,1,12,17,721.9,-13.4,38,0,231,8.8
2014,1,12,18,721.5,-14,41,0,220,10.5
2014,1,12,19,720.9,-12.9,38,0,222,9.6
2014,1,12,20,720.4,-12.8,45,0,221,11.4
2014,1,12,21,719.6,-12.3,40,0,221,12
2014,1,12,22,719.2,-12.5,41,0,220,12.2
2014,1,12,23,719.2,-12.3,49,0,220,12.6
2014,1,13,0,719,-12.3,51,0,223,11.9
2014,1,13,1,719.1,-12.2,48,0,222,12.4
2014,1,13,2,719.1,-12,48,0,221,13.1
2014,1,13,3,719.3,-10.2,45,0,225,10.5
2014,1,13,4,718.7,-9.1,41,0,236,10.4
2014,1,13,5,717.8,-8.1,36,0,238,8.8
2014,1,13,6,717.3,-7.2,32,0,234,9.1
2014,1,13,7,717.4,-7.5,30,0,272,7.3
2014,1,13,8,717.5,-6,26,0,251,6.1
2014,1,13,9,717.6,-6,27,0,228,7.1
2014,1,13,10,718,-7.2,27,0,244,6.2
2014,1,13,11,718.5,-6.8,23,0,282,8.4
2014,1,13,12,719.2,-7.3,24,0,300,5.4
2014,1,13,13,719.5,-7.7,26,0,292,4.6
2014,1,13,14,719.5,-8.1,32,0,248,6.4
2014,1,13,15,719.8,-8.3,42,0,241,6.2
2014,1,13,16,719.9,-7.9,39,0,254,6.5
2014,1,13,17,719.9,-7.8,37,0,255,6.3
2014,1,13,18,720,-9.2,51,0,241,5.5
2014,1,13,19,720.2,-8.2,40,0,259,4.8
2014,1,13,20,720,-7.7,25,0,290,2.6
2014,1,13,21,719.8,-8.3,26,0,315,2.6
2014,1,13,22,719.7,-8.7,26,0,4,2.5
2014,1,13,23,719.8,-9.7,33,0,12,4.4
2014,1,14,0,720.4,-10.4,39,0,41,2.8
2014,1,14,1,721.1,-9.1,29,0,11,1.9
2014,1,14,2,721.5,-6.1,27,0,27,2.1
2014,1,14,3,721.8,-5.2,28,0,150,1.4
2014,1,14,4,721.6,-4.2,39,0,178,1.8
2014,1,14,5,721,-4.5,42,0,186,1.9
2014,1,14,6,720.6,-4.5,31,0,94,1.3
2014,1,14,7,720.4,-5.3,31,0,84,2.4
2014,1,14,8,720.6,-6.6,35,0,77,2.8
2014,1,14,9,720.7,-7.2,36,0,85,1.7
2014,1,14,10,720.8,-7.3,46,0,212,2.4
2014,1,14,11,721,-9.1,55,0,203,2.5
2014,1,14,12,721.3,-9,51,0,191,4
2014,1,14,13,721.4,-8.5,37,0,185,5
2014,1,14,14,721.3,-8.3,29,0,198,3.9
2014,1,14,15,721,-8.1,41,0,214,7.3
2014,1,14,16,720.6,-9.3,56,0,223,6.8
2014,1,14,17,720,-9.9,67,0,224,10
2014,1,14,18,719.7,-10.3,80,0,223,10.5
2014,1,14,19,719.3,-10.8,91,0,224,12
2014,1,14,20,718.5,-11.1,91,0,227,11.1
2014,1,14,21,718,-10.7,89,0,230,10.4
2014,1,14,22,717.7,-10.1,90,0,221,9.8
2014,1,14,23,717.6,-9.6,90,0,224,8.4
2014,1,15,0,717.8,-9.5,90,0,226,7.9
2014,1,15,1,718.4,-9.5,90,0,224,6.9
2014,1,15,2,718.8,-9.4,90,0,224,5.9
2014,1,15,3,719.4,-9.4,90,0,226,4.5
2014,1,15,4,718.9,-9.3,91,0,228,5.1
2014,1,15,5,718.1,-9.3,91,0,228,4.2
2014,1,15,6,718.1,-9.2,91,0,227,3.4
2014,1,15,7,718.4,-8.9,91,0,235,1.8
2014,1,15,8,718.7,-8.6,91,0,277,0.5
2014,1,15,9,719.2,-8.9,91,0,352,1.1
2014,1,15,10,719.3,-10.4,89,0,8,1.5
2014,1,15,11,719.7,-10.9,89,0,14,2.1
2014,1,15,12,720.6,-11.6,88,0,337,1
2014,1,15,13,720.9,-11.8,79,0,348,1.4
2014,1,15,14,721.2,-11.3,72,0,319,2.1
2014,1,15,15,721.1,-10.2,51,0,327,2.8
2014,1,15,16,721.1,-11.4,57,0,311,5.3
2014,1,15,17,720.8,-11.5,76,0,297,4.4
2014,1,15,18,720.8,-11.4,61,0,297,5.2
2014,1,15,19,720.9,-11.6,51,0,302,5
2014,1,15,20,720.7,-10.9,40,0,317,6.4
2014,1,15,21,720.6,-10.5,43,0,321,4.9
2014,1,15,22,720.8,-10.1,43,0,308,4.7
2014,1,15,23,720.8,-9.9,41,0,304,5.3
2014,1,16,0,721.1,-9.8,46,0,310,5.3
2014,1,16,1,721.4,-8.5,39,0,316,4.1
2014,1,16,2,722,-7.3,42,0,315,2.8
2014,1,16,3,722.2,-7.8,56,0,219,2.7
2014,1,16,4,721.9,-7,57,0,228,2.6
2014,1,16,5,721.4,-5.9,52,0,278,2.1
2014,1,16,6,721,-5.3,47,0,265,2.4
2014,1,16,7,721.1,-4.3,42,0,256,3
2014,1,16,8,721.4,-3.9,36,0,266,2.5
2014,1,16,9,721.7,-4.1,33,0,261,3.1
2014,1,16,10,722.1,-5.8,34,0,267,4.3
2014,1,16,11,722.4,-5.8,24,0,285,5.8
2014,1,16,12,722.8,-6.1,25,0,294,6.3
2014,1,16,13,723.2,-6,27,0,294,5.4
2014,1,16,14,723.3,-6.1,28,0,288,6.6
2014,1,16,15,723.3,-6.6,33,0,277,6.5
2014,1,16,16,723.3,-7.1,40,0,279,7.2
2014,1,16,17,723,-8.3,45,0,279,8.1
2014,1,16,18,723,-8.7,36,0,289,4.7
2014,1,16,19,722.8,-9,33,0,285,7.1
2014,1,16,20,723,-9.4,32,0,280,8.2
2014,1,16,21,723,-9.1,31,0,268,7.1
2014,1,16,22,723,-7.8,31,0,240,6.7
2014,1,16,23,723.2,-6.9,30,0,245,7.3
2014,1,17,0,723.7,-6.8,30,0,240,7.3
2014,1,17,1,724.4,-6.2,29,0,219,4
2014,1,17,2,725.2,-5.4,29,0,201,3.3
2014,1,17,3,725.5,-3.7,26,0,190,2.3
2014,1,17,4,725.1,-3.9,28,0,200,2.4
2014,1,17,5,724.4,-4.6,29,0,138,1.9
2014,1,17,6,723.9,-3,34,0,220,3.1
2014,1,17,7,723.8,-3.2,35,0,226,4.3
2014,1,17,8,723.8,-3.4,36,0,226,3.8
2014,1,17,9,723.9,-3.6,32,0,225,4
2014,1,17,10,724,-5.7,38,0,225,3.6
2014,1,17,11,724.2,-6.8,42,0,204,5.7
2014,1,17,12,724.5,-5.9,35,0,209,7
2014,1,17,13,724.7,-6.2,39,0,208,7.8
2014,1,17,14,724.8,-6.3,49,0,210,8.8
2014,1,17,15,724.6,-6.6,51,0,216,9.7
2014,1,17,16,724.4,-6,44,0,213,8.9
2014,1,17,17,723.9,-6.2,43,0,216,9.2
2014,1,17,18,723.7,-5.7,45,0,218,8.6
2014,1,17,19,723.4,-5.7,47,0,222,9.4
2014,1,17,20,723,-6.4,62,0,218,10.3
2014,1,17,21,722.4,-6.2,52,0,221,11.1
2014,1,17,22,721.8,-5.8,69,0,223,11.1
2014,1,17,23,721.6,-5.8,69,0,228,14.3
2014,1,18,0,721.3,-6.2,70,0,228,14.2
2014,1,18,1,720.9,-6.1,70,0,226,15.6
2014,1,18,2,721.4,-6.2,68,0,227,15.7
2014,1,18,3,721.1,-6.8,74,0,224,16.7
2014,1,18,4,721.4,-7,77,0,233,13.4
2014,1,18,5,720.5,-8.5,92,0,228,13.8
2014,1,18,6,719.8,-8.1,93,0,223,13.9
2014,1,18,7,720.1,-8.2,92,0,225,11.9
2014,1,18,8,720.9,-8.4,91,0,230,8.6
2014,1,18,9,720.7,-8.6,91,0,229,4.7
2014,1,18,10,721.1,-8.8,91,0,227,3.3
2014,1,18,11,721.7,-8.8,91,0,269,3.6
2014,1,18,12,722.1,-8.9,91,0,269,3.2
2014,1,18,13,722.6,-9.5,90,0,294,3.8
2014,1,18,14,722.2,-13.2,87,0,326,10
2014,1,18,15,722.6,-12.2,63,0,334,10.8
2014,1,18,16,722.3,-12.1,45,0,327,12.8
2014,1,18,17,721.8,-11.9,42,0,329,11.7
2014,1,18,18,722.1,-12.4,43,0,340,10.8
2014,1,18,19,722.9,-13.5,50,0,303,12.1
2014,1,18,20,723.3,-14.1,51,0,304,12.8
2014,1,18,21,722.9,-14.2,46,0,311,12.9
2014,1,18,22,723.1,-12.8,33,0,321,14.6
2014,1,18,23,723.6,-12.4,31,0,325,11.4
2014,1,19,0,724.2,-13.4,39,0,305,11.1
2014,1,19,1,724.2,-13.1,32,0,307,11
2014,1,19,2,724.5,-12.7,34,0,301,9.5
2014,1,19,3,724.6,-11.9,37,0,291,7.9
2014,1,19,4,724.2,-11.3,35,0,287,9.6
2014,1,19,5,724,-11.2,38,0,268,6.5
2014,1,19,6,723.9,-10,35,0,271,7.3
2014,1,19,7,724.1,-8,26,0,286,6.2
2014,1,19,8,724.4,-7.9,22,0,280,7.6
2014,1,19,9,724.6,-8.3,16,0,290,9
2014,1,19,10,724.7,-9.9,21,0,293,7.4
2014,1,19,11,725,-10.5,21,0,300,8.6
2014,1,19,12,725.3,-11.3,22,0,298,11.3
2014,1,19,13,725,-11.8,23,0,296,12
2014,1,19,14,724.7,-12.2,22,0,305,14.1
2014,1,19,15,725,-11.4,17,0,302,15.6
2014,1,19,16,724.7,-11.5,20,0,304,15.5
2014,1,19,17,724.7,-11.9,22,0,296,14.5
2014,1,19,18,724.8,-12,22,0,301,12
2014,1,19,19,725,-12.2,23,0,285,11.5
2014,1,19,20,724.8,-12.9,26,0,281,11.7
2014,1,19,21,724.5,-13.1,28,0,276,10
2014,1,19,22,724.2,-12.7,27,0,285,10.5
2014,1,19,23,724.2,-12.6,25,0,290,9.3
2014,1,20,0,724.4,-11.9,21,0,291,8.6
2014,1,20,1,724.5,-11.2,18,0,286,9.9
2014,1,20,2,724.7,-10.5,24,0,277,8.1
2014,1,20,3,725,-8.7,24,0,239,7.6
2014,1,20,4,724.8,-7.3,26,0,231,8.5
2014,1,20,5,724,-6.3,25,0,226,8.1
2014,1,20,6,723.7,-5.6,25,0,241,5.8
2014,1,20,7,723.4,-5,24,0,258,5.5
2014,1,20,8,723.7,-5.4,24,0,275,5.3
2014,1,20,9,723.9,-5.5,22,0,271,4.6
2014,1,20,10,724.1,-6.9,24,0,272,4.1
2014,1,20,11,724.3,-7.7,27,0,286,3.9
2014,1,20,12,724.3,-7.7,25,0,317,5.9
2014,1,20,13,724.3,-8.1,27,0,295,4.6
2014,1,20,14,724.3,-7.8,27,0,280,7.3
2014,1,20,15,724,-7.7,25,0,271,8
2014,1,20,16,724,-7.9,26,0,265,7.1
2014,1,20,17,723.6,-8.2,29,0,265,7.1
2014,1,20,18,723.5,-8.2,25,0,274,6.9
2014,1,20,19,723.6,-8.1,26,0,247,6.5
2014,1,20,20,723.6,-8.2,22,0,246,3.5
2014,1,20,21,723.4,-8.4,32,0,245,4.8
2014,1,20,22,723,-8.4,24,0,249,4.7
2014,1,20,23,723,-8.2,19,0,265,5
2014,1,21,0,723.3,-7.9,15,0,262,6.5
2014,1,21,1,723.6,-7.2,16,0,246,5.7
2014,1,21,2,724.1,-6.1,18,0,241,4.4
2014,1,21,3,724.3,-5.4,21,0,224,7.4
2014,1,21,4,724,-4.6,23,0,228,6.8
2014,1,21,5,723.2,-3.8,20,0,232,8.3
2014,1,21,6,722.5,-3.7,21,0,238,9.1
2014,1,21,7,722.1,-3.5,22,0,241,8.4
2014,1,21,8,722,-3.3,18,0,233,7.2
2014,1,21,9,721.7,-4.1,18,0,231,9.8
2014,1,21,10,721.5,-5.4,24,0,226,9
2014,1,21,11,721.3,-6.3,23,0,218,9.8
2014,1,21,12,721.4,-6.4,28,0,220,12.3
2014,1,21,13,721.2,-6.3,32,0,219,11.5
2014,1,21,14,721.1,-6.6,35,0,216,11.3
2014,1,21,15,721,-6.8,34,0,220,11.3
2014,1,21,16,720.6,-7.3,45,0,216,12.5
2014,1,21,17,719.8,-7.2,57,0,220,14.5
2014,1,21,18,719.4,-6.5,54,0,222,14.8
2014,1,21,19,718.8,-6.5,56,0,223,15
2014,1,21,20,718.5,-6.5,56,0,225,13.6
2014,1,21,21,718.1,-6.9,60,0,226,13.9
2014,1,21,22,717.5,-7.1,60,0,221,13.8
2014,1,21,23,717.5,-7.7,70,0,219,13.3
2014,1,22,0,717.5,-7.6,68,0,226,13.7
2014,1,22,1,717.8,-7.2,67,0,227,12.6
2014,1,22,2,718.1,-4.8,46,0,230,12.1
2014,1,22,3,718.4,-3.7,43,0,227,12.1
